,temp
1267,19.79852294921875
1268,19.7918758392334
1269,19.78529167175293
1270,19.77873992919922
1271,19.77220344543457
1272,19.76565933227539
1273,19.759092330932617
1274,19.75248146057129
1275,19.745807647705078
1276,19.739051818847656
1277,19.732181549072266
1278,19.725183486938477
1279,19.718013763427734
1280,19.710655212402344
1281,19.70305824279785
1282,19.695186614990234
1283,19.68700408935547
1284,19.678462982177734
1285,19.669513702392578
1286,19.660106658935547
1287,19.650188446044922
1288,19.63970184326172
1289,19.628589630126953
1290,19.616802215576172
1291,19.604265213012695
1292,19.590923309326172
1293,19.576719284057617
1294,19.561594009399414
1295,19.545480728149414
1296,19.528331756591797
1297,19.510082244873047
1298,19.49068260192871
1299,19.470077514648438
1300,19.448219299316406
1301,19.425064086914062
1302,19.40056610107422
1303,19.374692916870117
1304,19.3474063873291
1305,19.318675994873047
1306,19.288480758666992
1307,19.25679588317871
1308,19.22361183166504
1309,19.188915252685547
1310,19.152694702148438
1311,19.11495590209961
1312,19.075702667236328
1313,19.03493881225586
1314,18.992679595947266
1315,18.948945999145508
1316,18.903751373291016
1317,18.857128143310547
1318,18.809101104736328
1319,18.759706497192383
1320,18.70897674560547
1321,18.656957626342773
1322,18.603689193725586
1323,18.549211502075195
1324,18.493579864501953
1325,18.43683433532715
1326,18.37903594970703
1327,18.320232391357422
1328,18.260482788085938
1329,18.199838638305664
1330,18.13835906982422
1331,18.076099395751953
1332,18.013118743896484
1333,17.94947624206543
1334,17.88522720336914
1335,17.820430755615234
1336,17.755142211914062
1337,17.689422607421875
1338,17.623327255249023
1339,17.556907653808594
1340,17.490224838256836
1341,17.42332649230957
1342,17.356266021728516
1343,17.289094924926758
1344,17.221864700317383
1345,17.154621124267578
1346,17.087411880493164
1347,17.020282745361328
1348,16.95327377319336
1349,16.886432647705078
1350,16.886995315551758
1351,16.887550354003906
1352,16.888092041015625
1353,16.888620376586914
1354,16.889135360717773
1355,16.889633178710938
1356,16.890113830566406
1357,16.890579223632812
1358,16.891021728515625
1359,16.891450881958008
1360,16.891860961914062
